observation,LastName,Author,ScientificName,lon,lat,alt,site,country,continent,biome,ymean_temp,ymean_prec,ymean_pet,soil_type,sample_date,growth_form,plant_woodiness,leaf_phenology,sun_shade,dbh,height,a_amax,a_gsw,a_vcmax,a_jmax,a_rdmax,m_amax,SLA,single_leaf_area,wood_dens,leaf_dens,leaf_carbon,leaf_nitrogen,leaf_n_area,leaf_phosphorus,leaf_c2n,leaf_c2p,leaf_n2p,leaf_thick,wood_water_sat,wood_hydcond,wood_water_store,xylem_p12,xylem_p50,xylem_p88,leaf_pio_full,leaf_psi_tlp,leaf_elas_mod,leaf_rwc_tlp,leaf_toughness,leaf_f_punct,max_height,experiment,ValueKind,Count,reference,doi,Notes
2659,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.462,1.292,4.165,,15.684,28.086,0.738,,10.78,,,,452.499,4.816,,0.246,93.958,19.589,1840.553,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2660,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.255,0.853,3.814,,8.362,22.961,0.879,,11.44,,,,459.93,11.629,,0.28,39.55,41.601,1645.308,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2661,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.794,1.357,,,,,,,,,,,449.683,11.858,,0.321,37.923,36.986,1402.602,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2662,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.441,1.055,,,,,,,,,,,441.601,13.957,,0.342,31.641,40.852,1292.586,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2663,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.292,1.112,,,,,,,,,,,435.733,12.044,,0.304,36.177,39.679,1435.478,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2664,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.571,1.967,,,,,,,,,,,419.618,12.409,,0.288,33.816,43.069,1456.425,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2665,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.177,0.654,3.144,,,,,,15.36,,,,490.734,17.464,,0.553,28.099,31.58,887.376,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2666,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.498,1.155,,,,,,,,,,,491.213,14.954,,0.483,32.848,30.966,1017.17,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2667,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.202,0.827,3.338,,,,,,15.31,,,,486.58,18,,0.674,27.033,26.701,721.793,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2668,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.494,1.196,3.679,,,,,,9.03,,,,486.48,16.307,,0.514,29.833,31.735,946.748,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2669,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.137,0.645,2.865,,,,,,13.11,,,,492.498,15.673,,0.437,31.424,35.882,1127.576,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2670,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.173,0.728,,,,,,,,,,,483.501,14.846,,0.443,32.567,33.5,1090.976,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2671,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.45,0.766,4.078,,,,,,15.10,,,,490.54,16.58,,0.567,29.586,29.255,865.542,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2672,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.448,1.563,,,,,,,,,,,499.255,15.461,,0.515,32.29,30.039,969.982,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2673,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.438,1.11,,,,,,,,,,,489.107,16.858,,0.524,29.014,32.169,933.357,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2674,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.668,1.664,,,,,,,,,,,487.693,15.584,,0.483,31.294,32.275,1010.035,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2675,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.427,1.503,1.77,,,,,,9.24,,,,475.847,16.894,,0.317,28.167,53.304,1501.383,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2676,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.126,1.114,4.358,,,,,,9.59,,,,483.048,15.594,,0.369,30.977,42.308,1310.567,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2677,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.3,0.713,2.603,,,,,,12.19,,,,476.943,16.381,,0.381,29.115,42.99,1251.66,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2678,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.853,1.158,2.01,,,,,,12.31,,,,482.008,16.506,,0.494,29.203,33.415,975.815,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2679,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,1.249,2.074,,,,,,,,,,,453.946,18.335,,0.387,24.758,47.388,1173.235,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2680,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.493,1.336,,,,,,,,,,,455.135,19.085,,0.472,23.848,40.43,964.154,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2681,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.809,1.55,2.659,,,,,,17.55,,,,461.199,18.079,,0.425,25.51,42.58,1086.203,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2682,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.622,1.305,2.109,,15.453,35.734,0.959,,13.13,,,,464.093,18.244,,0.407,25.438,44.812,1139.937,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2683,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.055,0.959,2.662,,12.184,30.565,1.135,,17.20,,,,468.07,19.811,,0.482,23.626,41.141,972.001,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2684,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.367,1.455,2.548,,14.183,34.732,0.625,,14.62,,,,466.49,19.925,,0.485,23.412,41.085,961.9,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2685,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.83,2.213,,,,,,,,,,,473.036,19.182,,0.453,24.66,42.326,1043.761,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2686,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.813,2.054,,,,,,,,,,,463.278,18.65,,0.43,24.841,43.367,1077.294,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2687,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.247,1.025,,,,,,,,,,,467.111,17.065,,0.394,27.373,43.361,1186.907,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2688,Verryckt,Lore Verryckt,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.675,2.086,1.54,,,,,,18.28,,,,463.131,18.899,,0.471,24.506,40.151,983.921,,,,,,,,,,,,,,,01 - Minor,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement before experiment (Count = 1).
2689,Verryckt,Lore Verryckt,Eperua falcata,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,,15.2,,,14.875,36.015,0.908,,14.52,,,,486.182,12.113,,0.599,40.413,20.199,814.675,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Bottom and top branch at same height for the first measurement: bottom branch was a shaded branch closer to the tree stem; top branch further away from stem; capturing more light. Real top of tree shaded by lianas. Mature tree (bottom branch); individual measurement over multiple times (Count = 1).
2690,Verryckt,Lore Verryckt,Eperua falcata,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,02 - Partially Shaded,,19.75,,,30.65,76,0.983,,11.16,,,,488.233,13.919,,0.633,35.882,21.989,789.552,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Bottom and top branch at same height for the first measurement: bottom branch was a shaded branch closer to the tree stem; top branch further away from stem; capturing more light. Real top of tree shaded by lianas. Mature tree (top branch); individual measurement over multiple times (Count = 1).
2691,Verryckt,Lore Verryckt,Tapura capitulifera,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,02 - Partially Shaded,,11.167,,,14.324,38.656,1.323,,6.99,,,,377.294,7.621,,0.276,55.277,27.178,1381.636,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (bottom branch); individual measurement over multiple times (Count = 1).
2692,Verryckt,Lore Verryckt,Tapura capitulifera,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,03 - Mostly Sun-Exposed,,23.333,,,17.595,52.175,1.39,,6.98,,,,391.457,7.645,,0.374,58.94,19.951,1105.216,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (top branch); individual measurement over multiple times (Count = 1).
2693,Verryckt,Lore Verryckt,Lueheopsis rugosa,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,03 - Mostly Sun-Exposed,,25.5,,,18.908,52.355,1.271,,6.94,,,,496.334,13.249,,0.529,38.149,25.004,940.737,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (bottom branch); individual measurement over multiple times (Count = 1).
2694,Verryckt,Lore Verryckt,Lueheopsis rugosa,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,03 - Mostly Sun-Exposed,,28,,,32.921,60.812,1.236,,8.66,,,,501.349,12.308,,0.497,40.805,24.875,1013.388,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (top branch); individual measurement over multiple times (Count = 1).
