AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,TraitID_22,TraitID_42,Notes
Guadua tagoara,Guadua,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guaduella densiflora,Guaduella,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guaduella macrostachys,Guaduella,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guaduella marantifolia,Guaduella,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guaduella oblonga,Guaduella,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira campestris,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira discolor,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira graciliflora,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira laxa,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira noxia,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira obtusata,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira opposita,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guapira tomentosa,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guatteria campestris,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guatteria pohliana,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guatteria rupestris,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda angelica,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda paludosa,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda platypoda,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda rhabdocalyx,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda sericea,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guettarda viburnoides,Guettarda,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guibourtia hymenaeifolia,Guibourtia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Guilleminea densa,Guilleminea,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymnanthes boticario,Gymnanthes,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymneia malacophylla,Gymneia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymneia platanifolia,Gymneia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymnopogon ambiguus,Gymnopogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymnopogon delicatulus,Gymnopogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymnopogon foliosus,Gymnopogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gymnopogon spicatus,Gymnopogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gynandropsis gynandra,Gynandropsis,Cleomaceae,Brassicales,Magnoliopsida,Tracheophyta,C4,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Gynerium sagittatum,Gynerium,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria cryptophila,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria fluminensis,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria glaucophylla,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria hexaptera,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria obtusa,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria petalodes,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria pratensis,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria repens,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria trifida,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habenaria warmingii,Habenaria,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hablitzia tamnoides,Hablitzia,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habranthus sylvaticus,Habranthus,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Habrochloa bullockii,Habrochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hackelochloa granularis,Hackelochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hainardia cylindrica,Hainardia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hakonechloa macra,Hakonechloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis alaeflava,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis azarbaijanensis,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis commixtus,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis gamocarpa,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis longifolia,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis mollissima,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis occulta,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis pedunculata,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis pilifera,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis pilosa,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis purpureum,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halimocnemis rarifolia,Halimocnemis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halocharis hispida,Halocharis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halocharis sulphurea,Halocharis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halocharis violacea,Halocharis,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halocnemum strobilaceum,Halocnemum,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halogeton alopecuroides,Halogeton,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halogeton glomeratus,Halogeton,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halopyrum mucronatum,Halopyrum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halostachys belangeriana,Halostachys,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halothamnus auriculus,Halothamnus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halothamnus glaucus,Halothamnus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Halothamnus subaphyllus,Halothamnus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haloxylon ammodendron,Haloxylon,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haloxylon griffithii,Haloxylon,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haloxylon persicum,Haloxylon,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haloxylon salicornicum,Haloxylon,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hamelia patens,Hamelia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus chrysotrichus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus diamantinensis,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus grandiflorus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus heptaphyllus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus impetiginosum,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus ochraceus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus selachidentatus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus serratifolius,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Handroanthus spongiosus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haplocarpha rueppelii,Haplocarpha,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haploesthes greggii,Haploesthes,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Haptocarpum bahiense,Haptocarpum,Cleomaceae,Brassicales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Harpachne schimperi,Harpachne,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Harpochilus neesianus,Harpochilus,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Harpochloa falx,Harpochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Harrisia adscendens,Harrisia,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Xerophyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hatiora salicornioides,Hatiora,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Xerophyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hebanthe occidentalis,Hebanthe,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heisteria blanchetiana,Heisteria,Erythropalaceae,Santalales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heisteria ovata,Heisteria,Erythropalaceae,Santalales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helianthus annuus,Helianthus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helichrysum indicum,Helichrysum,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliconia episcopalis,Heliconia,Heliconiaceae,Zingiberales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliconia psittacorum,Heliconia,Heliconiaceae,Zingiberales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres baruensis,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres brevispira,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres corylifolia,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres eichleri,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres guazumifolia,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres heptandra,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres macropetala,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres muscosa,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres ovata,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres pintonis,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres sacarolha,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres velutina,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helicteres vuarame,Helicteres,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helictochloa marginata,Helictochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helictochloa planiculmis,Helictochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helictotrichon pubescens,Helictotrichon,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Helietta glaziovii,Helietta,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium angiospermum,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium curassavicum,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium elongatum,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium indicum,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium nicotianaefolium,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium phylicoides,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heliotropium transalpinum,Heliotropium,Heliotropiaceae,Boraginales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hemarthria altissima,Hemarthria,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hemarthria uncinata,Hemarthria,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hemisorghum venustum,Hemisorghum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Henrardia persica,Henrardia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Henricksonia mexicana,Henricksonia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Herissantia crispa,Herissantia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Herissantia nemoralis,Herissantia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Herissantia tiubae,Herissantia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hermbstaedtia glauca,Hermbstaedtia,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
