AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,TraitID_22,TraitID_42,Notes
Riedeliella magalhaesii,Riedeliella,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rodriguezia bahiensis,Rodriguezia,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rodriguezia obtusifolia,Rodriguezia,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Romanoa tamnoides,Romanoa,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rosenbergiodendron longiflorum,Rosenbergiodendron,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rostraria cristata,Rostraria,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rostraria pumila,Rostraria,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rottboellia rottboellioides,Rottboellia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Roupala caparoensis,Roupala,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Roupala montana,Roupala,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Roupala paulensis,Roupala,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rourea martiana,Rourea,Connaraceae,Oxalidales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rubus brasiliensis,Rubus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rudgea erioloba,Rudgea,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia altissima,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia breviramosa,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia caatingae,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia heringeri,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia loniceroides,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia megalantha,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia nana,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia pickelii,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia sessilifolia,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia suberosa,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia ulei,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruehssia zehntneri,Ruehssia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia asperula,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia bahiensis,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia cearensis,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia geminiflora,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia ochroleuca,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia paniculata,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruellia villosa,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rupichloa acuminata,Rupichloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruprechtia apetala,Ruprechtia,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruprechtia glauca,Ruprechtia,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ruprechtia laxiflora,Ruprechtia,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma alpicola,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma bipartitum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma buchananii,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma caespitosum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma carphoides,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma dimidiatum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma exiguum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma indutum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma nivicola,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma nudiflorum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma pallidum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma pilosum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma semiannulare,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Rytidosperma setaceum,Rytidosperma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Saccharum bengalense,Saccharum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Saccharum officinarum,Saccharum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Saccharum robustum,Saccharum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Saccharum spontaneum,Saccharum,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis africana,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis chevalieri,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis indica,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis interrupta,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis myosuroides,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacciolepis vilvoides,Sacciolepis,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sacoila lanceolata,Sacoila,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola drummondii,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola dshungarica,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola kavirensis,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola kerneri,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola laricifolia,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Salsola soda,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Samanea inopinata,Samanea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Santosia talmonii,Santosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sapindus saponaria,Sapindus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sapium argutum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sapium obovatum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sapium sellowianum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sarcoglottis acaulis,Sarcoglottis,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sarcoglottis fasciculata,Sarcoglottis,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sarcomphalus cotinifolius,Sarcomphalus,Rhamnaceae,Rosales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sarcomphalus joazeiro,Sarcomphalus,Rhamnaceae,Rosales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartidia angolensis,Sartidia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartidia dewinteri,Sartidia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartidia jucunda,Sartidia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartidia perrieri,Sartidia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartidia vanderystii,Sartidia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sartwellia mexicana,Sartwellia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sasa kurilensis,Sasa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Savia sessiliflora,Savia,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Saxipoa saxicola,Saxipoa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scaphispatha gracilis,Scaphispatha,Araceae,Alismatales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scaphyglottis fusiformis,Scaphyglottis,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scaphyglottis modesta,Scaphyglottis,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schaueria humuliflora,Schaueria,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schefflera morototoni,Schefflera,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schinopsis brasiliensis,Schinopsis,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schinus terebinthifolia,Schinus,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schismus barbatus,Schismus,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachne purpurascens,Schizachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachyrium brevifolium,Schizachyrium,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachyrium exile,Schizachyrium,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachyrium fragile,Schizachyrium,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachyrium jeffreysii,Schizachyrium,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizachyrium sanguineum,Schizachyrium,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizostachyum gracile,Schizostachyum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizostachyum lima,Schizostachyum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schizostachyum pergracile,Schizostachyum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schmidtia kalahariensis,Schmidtia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schmidtia pappophoroides,Schmidtia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schnella flexuosa,Schnella,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schnella microstachya,Schnella,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schnella outimouta,Schnella,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schnella trichosepala,Schnella,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schoenefeldia transiens,Schoenefeldia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schoepfia brasiliensis,Schoepfia,Schoepfiaceae,Santalales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schubertia grandiflora,Schubertia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schubertia hatschbachii,Schubertia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schubertia morilloana,Schubertia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schubertia multiflora,Schubertia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schultesia angustifolia,Schultesia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schultesia benthamiana,Schultesia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schultesia doniana,Schultesia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schultesia guianensis,Schultesia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schwartzia brasiliensis,Schwartzia,Marcgraviaceae,Ericales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schwenckia americana,Schwenckia,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Schwenckia mollissima,Schwenckia,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria atroglumis,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria bracteata,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria cyperina,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria gaertneri,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria interrupta,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria latifolia,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria reticularis,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria scandens,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria secans,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleria valdemuricata,Scleria,Cyperaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sclerochloa dura,Sclerochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Sclerodactylon macrostachyum,Sclerodactylon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scleropogon brevifolius,Scleropogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Scolochloa festucacea,Scolochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
